_id,company_address,company_name,name,salary,site_scraping,vacancy_link
5f5b907b5007de8d97a4ee7d,Москва,Фирма ВОДОКОМФОРТ,Web-программист,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/web-programmist-34516646.html
5f5b907d5007de8d97a4ee7e,Воронеж,БМ-ХОЛДИНГ,Системный администратор,50000  —  60000  руб.,superjob.ru,https://russia.superjob.ru/vakansii/sistemnyj-administrator-34516248.html
5f5b90835007de8d97a4ee7f,"Московская область, Балашиха, микрорайон Гагарина, Проектная улица, 14",Интер Стоун,Аналитик по продажам (Балашиха),70000  —  85000  руб.,superjob.ru,https://russia.superjob.ru/vakansii/analitik-po-prodazham-34316590.html
5f5b90865007de8d97a4ee80,Кожуховская,МАСТЕРХОСТ,Сетевой инженер,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/setevoj-inzhener-34348281.html
5f5b908a5007de8d97a4ee81,"Тюмень, улица Луначарского, 42",Тюменский индустриальный университет,Доцент / Профессор,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/docent-34389482.html
5f5b908d5007de8d97a4ee82,Москва,ZiMAD,Senior QA Automation Engineer,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/senior-qa-automation-engineer-34498241.html
5f5b90925007de8d97a4ee83,Ховрино,ПРИМА,Системный администратор,от  45000руб.,superjob.ru,https://russia.superjob.ru/vakansii/sistemnyj-administrator-33088419.html
5f5b90945007de8d97a4ee84,"Москва, Духовской переулок, 17",Альянс,Ведущий аналитик / Data Engineer,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/veduschij-analitik-34313441.html
5f5b90995007de8d97a4ee85,Москва,СОГАЗ,Frontend lead (React),По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/frontend-lead-34357190.html
5f5b909a5007de8d97a4ee86,Верхние Котлы,РЕСО-Гарантия,Аналитик,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/analitik-31183225.html
5f5b909b5007de8d97a4ee87,Беговая,Компания КОМПЛИТ,Ведущий инженер ЦОД,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/veduschij-inzhener-cod-34001508.html
5f5b909e5007de8d97a4ee88,Панфиловская,ОптиКом,QA-специалист,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/qa-specialist-34111890.html
5f5b90a15007de8d97a4ee89,Новогиреево,ГБОУ Школа №1504,Учитель информатики и ИКТ,от  80000руб.,superjob.ru,https://russia.superjob.ru/vakansii/uchitel-informatiki-i-ikt-30254613.html
5f5b90a35007de8d97a4ee8a,"Московская область, Минское шоссе, 9",LG Electronics,Инженер-конструктор (TV RnD Product Development Part),от  42300руб.,superjob.ru,https://russia.superjob.ru/vakansii/inzhener-konstruktor-34453693.html
5f5b90a85007de8d97a4ee8b,Озерки,Радиофид Системы,Системный администратор Linux,от  50000руб.,superjob.ru,https://russia.superjob.ru/vakansii/sistemnyj-administrator-linux-33374933.html
