_id,company_address,company_name,name,salary,site_scraping,vacancy_link
5f5b901d5007de8d97a4ee4f,Руза,ИП  Писарева Евгения Александровна,Преподаватель компьютерных IT курсов,от  12000  до  100000   руб.  на руки,hh.ru,https://hh.ru/vacancy/39045295?query=Python
5f5b90215007de8d97a4ee51,Москва,Лаборатория геномной инженерии МФТИ,Биоинформатик,от  60000  до  300000   руб.  до вычета налогов,hh.ru,https://hh.ru/vacancy/39102012?query=Python
5f5b90245007de8d97a4ee53,,ООО  Каршеринг Руссия,Бизнес-аналитик,з/п не указана,hh.ru,https://hh.ru/vacancy/39181111?query=Python
5f5b90285007de8d97a4ee55,Зеленоград,CloudDC,Аналитик (отдел эксплуатации средств защиты информации),з/п не указана,hh.ru,https://hh.ru/vacancy/38944530?query=Python
5f5b902c5007de8d97a4ee57,Зеленоград,CQG,Middle/Senior Front-end Developer,з/п не указана,hh.ru,https://hh.ru/vacancy/38478503?query=Python
5f5b902f5007de8d97a4ee5a,Дубна,ООО  Информер Девелопмент,SEO-специалист,от  140000   руб.  на руки,hh.ru,https://hh.ru/vacancy/38819577?query=Python
5f5b90335007de8d97a4ee5c,Королев,ЧУ ДО Московская школа программистов,"Преподаватель компьютерных IT курсов, программирования, информатики",до  140000   руб.  на руки,hh.ru,https://hh.ru/vacancy/39084612?query=Python
5f5b90385007de8d97a4ee5e,Мытищи,ЧУ ДО Московская школа программистов,"Преподаватель компьютерных IT курсов, программирования, информатики",до  140000   руб.  на руки,hh.ru,https://hh.ru/vacancy/38673612?query=Python
5f5b903a5007de8d97a4ee5f,Планерная,Екатерининский лицей в г. Химки,Преподаватель программирования Scratch для детей,до  30000   руб.  на руки,hh.ru,https://hh.ru/vacancy/38743066?query=Python
5f5b903d5007de8d97a4ee60,Зеленоград,АО  ЭЛВИС-НеоТек,Программист-аналитик,з/п не указана,hh.ru,https://hh.ru/vacancy/39160158?query=Python
5f5b90405007de8d97a4ee62,Балашиха,Интер Стоун,Аналитик,з/п не указана,hh.ru,https://hh.ru/vacancy/38596723?query=Python
5f5b90255007de8d97a4ee54,Бауманская,Компания Т и Т Интернешнл,DevOps инженер / Linux инженер,от  80000руб.,superjob.ru,https://russia.superjob.ru/vakansii/devops-inzhener-34496173.html
5f5b90295007de8d97a4ee56,Динамо,Retail Profile Russia,Системный администратор,70000  руб.,superjob.ru,https://russia.superjob.ru/vakansii/sistemnyj-administrator-34468080.html
5f5b902d5007de8d97a4ee58,"Санкт-Петербург, проспект Обуховской Обороны, 120",«Северо-Западный региональный центр Концерна ВКО «Алмаз-Антей» - Обуховский завод»,Ведущий инженер (лаборатория искусственного интеллекта),от  75000руб.,superjob.ru,https://russia.superjob.ru/vakansii/veduschij-inzhener-34425078.html
5f5b902f5007de8d97a4ee59,"Краснодар, Кузнечная улица, 6",ИЦ Региональные системы,Системный инженер (пентест),По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/sistemnyj-inzhener-34447451.html
5f5b90325007de8d97a4ee5b,Омск,Тинькофф,Менеджер по дистанционным продажам POS-кредитования среднему бизнесу,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/menedzher-po-distancionnym-prodazham-pos-kreditovaniya-srednemu-biznesu-34236029.html
5f5b90365007de8d97a4ee5d,Хабаровск,Сбербанк России,Ведущий инженер в отдел облачных решений,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/veduschij-inzhener-v-otdel-oblachnyh-reshenij-34483886.html
5f5b903f5007de8d97a4ee61,Санкт-Петербург,Фидес,Разработчик Python Middle\Senior,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/razrabotchik-python-middle-34311811.html
5f5b90425007de8d97a4ee63,Москва,Частный рекрутер Бельтюкова Мария Александровна,Python / Full stack-разработчик,150000  —  180000  руб.,superjob.ru,https://russia.superjob.ru/vakansii/python-34337426.html
5f5b90455007de8d97a4ee65,Махачкала,05.ru,Senior Python Developer,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/senior-python-developer-34381511.html
5f5b90485007de8d97a4ee67,Нижний Новгород,Вычислительный центр,"Web-программист PHP, Python, ASP.NET Core MVC 2.x",По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/web-programmist-php-34312384.html
5f5b904e5007de8d97a4ee69,Хабаровск,Сбербанк России,Главный инженер в департамент управления данными (SberData),По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/glavnyj-inzhener-v-departament-upravleniya-dannymi-34483860.html
5f5b90525007de8d97a4ee6c,"Пенза, улица Карла Маркса, 5А",Эквирон,Ведущий инженер-тестировщик / QA,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/veduschij-inzhener-testirovschik-34510529.html
5f5b90565007de8d97a4ee6d,Санкт-Петербург,Юниор Код,Учитель в школу программирования для детей,до  60000руб.,superjob.ru,https://russia.superjob.ru/vakansii/uchitel-v-shkolu-programmirovaniya-dlya-detej-34510453.html
5f5b90595007de8d97a4ee70,Московская,Банк ВТБ,Ведущий специалист по автотестированию,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/veduschij-specialist-po-avtotestirovaniyu-34202308.html
5f5b905c5007de8d97a4ee71,Москва,Международная школа программирования для детей CODDY,Преподаватель компьютерных IT курсов и дизайна,до  150000руб.,superjob.ru,https://russia.superjob.ru/vakansii/prepodavatel-kompyuternyh-it-kursov-i-dizajna-34462129.html
5f5b90605007de8d97a4ee74,"Екатеринбург, пр-кт Ленина, д. 38",Т Плюс,Ведущий эксперт по СУПП,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/veduschij-ekspert-po-supp-32618908.html
5f5b90665007de8d97a4ee77,Зеленоград,ВНИИФТРИ,Инженер-программист,от  40000руб.,superjob.ru,https://russia.superjob.ru/vakansii/inzhener-programmist-33092773.html
5f5b90685007de8d97a4ee78,"Нижний Новгород, улица Звездинка, 5","Международная школа программирования ""Coddy""",Преподаватель компьютерных IT-курсов,от  20000руб.,superjob.ru,https://russia.superjob.ru/vakansii/prepodavatel-kompyuternyh-it-kursov-34384905.html
5f5b906b5007de8d97a4ee79,"Саратов, улица имени И.В. Панфилова, 1А",НПО RBS,Web-программист / Web-разработчик,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/web-programmist-34463427.html
5f5b906f5007de8d97a4ee7a,"Белгород, проспект Славы, 28",Межрегиональная распределительная сетевая компания Центра и Приволжья,Ведущий инженер-программист разработчик,60000  руб.,superjob.ru,https://russia.superjob.ru/vakansii/veduschij-inzhener-programmist-razrabotchik-34515749.html
5f5b90725007de8d97a4ee7b,Екатеринбург,Золотое Яблоко,Сетевой инженер,По договорённости,superjob.ru,https://russia.superjob.ru/vakansii/setevoj-inzhener-34341004.html
5f5b90765007de8d97a4ee7c,Москва,Бэлл Интегратор,Инженер по автоматизированному тестированию,до  200000руб.,superjob.ru,https://russia.superjob.ru/vakansii/inzhener-po-avtomatizirovannomu-testirovaniyu-34417736.html
